AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,质量指标
16,16,5,11,6,7,0.56,46,100.01
23,76,11,23,6,9,0.64,52,100.15
31,150,13,28,7,13,0.67,61,100.1
44,283,25,45,13,18,0.82,65,99.77
31,142,16,29,10,9,0.72,56,99.88
16,15,6,12,6,7,0.62,51,100.08
26,138,12,25,7,13,0.73,45,100.15
34,254,14,33,7,15,0.74,54,100.18
30,183,13,27,7,11,0.68,65,100.11
35,223,18,33,7,13,0.76,67,100.24
40,249,27,39,7,11,0.74,77,100.31
33,172,21,33,8,9,0.68,71,100.09
39,209,25,38,9,8,0.64,93,99.99
43,233,27,40,10,11,0.69,106,99.96
44,225,24,43,11,11,0.64,116,99.78
44,193,26,43,17,16,0.72,96,99.28
54,199,30,58,14,26,0.69,83,79.59
62,253,37,65,15,22,0.71,107,79.58
39,95,24,37,7,12,0.74,95,100.28
34,67,20,32,8,10,0.74,89,100.14
42,112,29,42,11,15,0.83,72,100.02
49,170,34,50,11,16,0.9,62,100.14
66,260,47,66,12,17,0.92,75,80.19
62,247,43,61,14,16,0.95,78,79.98
53,225,33,54,16,18,0.9,99,79.63
70,315,45,72,13,23,0.88,108,80.03
65,289,46,74,11,22,0.88,92,80.24
59,234,40,65,11,19,0.78,83,80.08
56,221,34,61,11,21,0.83,91,80.07
54,246,35,59,10,17,0.77,97,80.12
55,295,34,60,14,14,0.79,121,79.73
66,325,45,75,11,16,0.84,120,80.19
56,273,38,59,8,15,0.8,109,80.38
55,235,38,60,13,16,0.92,88,80
54,241,32,58,15,15,0.85,96,79.67
62,255,42,73,17,16,0.95,116,79.67
64,221,41,77,18,20,0.95,112,79.56
67,240,46,77,12,22,0.87,106,80.13
63,247,43,75,14,18,0.95,129,79.98
63,243,42,71,13,16,0.88,130,80
48,166,31,52,12,19,0.77,60,99.88
21,53,9,20,8,13,0.7,33,99.99
22,61,11,20,7,11,0.7,36,100.11
28,162,14,27,8,13,0.71,41,100.05
34,243,16,33,10,15,0.77,51,99.93
41,285,25,41,12,16,0.78,70,99.83
47,284,32,43,8,13,0.82,75,100.34
27,128,17,25,8,11,0.78,41,100.15
32,138,20,31,12,12,0.71,46,99.71
24,88,14,23,11,12,0.72,39,99.76
32,151,14,32,10,11,0.53,67,99.67
36,106,17,35,15,14,0.44,77,99.11
46,163,26,48,15,18,0.55,103,99.31
55,201,35,59,16,26,0.65,94,79.4
55,168,33,59,18,22,0.65,109,79.18
54,148,32,54,15,18,0.7,132,79.52
49,146,30,50,14,14,0.7,116,99.6
73,298,49,78,14,16,0.94,134,80.03
79,319,56,83,12,16,0.95,137,80.31
65,252,45,68,14,15,0.75,117,79.8
67,257,48,72,16,21,0.81,111,79.69
75,250,55,84,27,28,0.9,94,78.75
58,159,39,64,20,22,0.95,102,79.34
57,161,38,62,15,17,0.82,119,79.7
69,227,41,74,14,20,0.88,137,79.89
73,247,44,75,16,20,0.91,147,79.75
80,296,58,90,10,20,0.98,110,80.56
69,285,47,79,11,23,1.01,73,80.38
32,123,18,32,12,15,0.89,53,99.87
36,122,23,34,12,13,0.78,64,99.81
33,87,19,32,11,13,0.88,53,99.97
35,94,19,35,10,13,0.78,75,99.97
39,135,22,39,11,14,0.71,93,99.83
45,132,26,46,13,18,0.64,93,99.6
45,163,25,46,15,16,0.6,95,99.35
45,187,26,45,9,9,0.58,119,99.94
73,288,53,72,10,13,0.76,118,80.29
66,220,47,68,13,18,0.83,103,80
62,199,40,68,12,30,0.95,66,80.15
57,159,36,63,12,33,0.92,60,80.08
51,133,32,56,13,28,0.84,59,79.86
41,85,25,41,8,18,0.71,52,100.16
45,115,26,47,7,17,0.76,63,100.32
47,214,29,48,8,21,0.77,67,100.26
58,290,40,64,13,28,0.77,70,79.87
59,255,41,64,12,16,0.76,55,79.97
36,75,24,33,9,17,0.78,18,100.12
46,126,31,45,8,18,0.74,10,100.25
27,40,18,25,9,18,0.78,13,100.06
37,112,25,35,8,18,0.8,14,100.25
16,2,10,16,9,16,0.85,17,100.05
32,61,21,32,12,18,0.84,23,99.85
57,216,40,60,12,27,1,34,80.2
65,288,47,62,10,21,1,34,80.47
24,63,15,22,7,13,0.82,34,100.27
34,100,23,31,8,14,0.82,40,100.25
24,40,16,22,7,17,0.82,26,100.28
36,118,24,33,8,18,0.83,16,100.27
24,28,14,23,5,13,0.68,26,100.32
20,21,8,20,6,8,0.5,33,99.98
22,42,11,21,6,11,0.59,30,100.1
12,13,7,11,6,12,0.65,23,100.12
16,45,10,14,7,12,0.72,22,100.12
26,76,15,25,7,10,0.59,29,100.04
21,22,13,20,6,10,0.57,24,100.1
16,16,9,14,6,11,0.59,22,100.08
56,199,40,44,7,12,0.66,38,80.36
49,140,33,41,7,12,0.62,52,100.25
41,96,28,40,8,12,0.6,49,100.08
46,94,31,44,10,14,0.69,43,100
59,132,42,60,12,21,0.78,42,80
80,208,59,78,17,23,0.78,46,79.67
71,225,52,68,11,15,0.62,86,80.04
101,226,75,95,11,20,0.76,93,60.41
72,137,51,78,14,22,0.6,89,79.71
69,182,43,79,12,22,0.57,87,79.8
73,192,49,90,16,37,0.62,63,79.51
81,270,60,95,19,29,0.78,61,79.48
75,302,49,83,10,16,0.72,68,80.21
58,223,38,64,10,13,0.59,79,79.97
62,178,43,66,14,31,0.75,59,79.78
93,241,69,95,21,45,0.99,29,79.58
64,153,45,62,12,22,0.76,68,80.01
79,266,58,82,17,33,0.86,45,79.74
85,281,62,89,18,25,0.76,57,79.58
90,283,67,95,18,33,1.03,60,79.9
86,252,63,94,15,45,0.95,47,80.08
84,216,62,86,17,29,0.84,58,79.76
112,243,84,99,15,22,0.95,62,60.29
62,163,45,49,10,17,1.08,42,80.53
35,50,24,26,8,12,0.98,51,100.42
60,136,43,48,9,12,0.85,63,80.38
70,149,50,55,8,12,0.8,63,80.5
79,183,58,67,9,16,0.81,60,80.49
81,201,60,61,7,12,0.88,48,80.78
63,150,45,53,9,17,0.95,46,80.5
78,171,57,66,9,18,0.81,62,80.48
91,160,68,78,10,19,0.88,61,80.56
79,116,58,69,10,19,0.93,63,80.51
65,95,46,64,10,29,0.99,55,80.45
95,199,71,91,10,35,1.01,44,80.72
73,156,53,59,7,20,0.95,57,80.78
66,164,48,60,7,22,0.88,62,80.66
76,157,55,61,6,19,0.92,55,80.87
39,83,27,32,6,24,1,13,100.67
22,18,12,22,6,13,0.7,37,100.22
24,57,15,24,6,11,0.78,48,100.33
17,35,12,15,6,11,0.89,32,100.41
45,115,25,45,6,7,0.74,50,100.39
50,96,28,51,6,7,0.79,56,100.47
46,73,27,47,8,9,0.73,60,100.2
62,98,42,64,8,12,0.73,56,80.35
72,191,52,74,8,12,0.72,66,80.44
73,133,53,74,9,11,0.73,71,80.36
98,131,73,85,11,13,0.97,40,80.6
56,128,39,44,7,8,0.95,34,80.64
66,232,42,74,8,7,0.74,74,80.36
73,261,46,92,7,7,0.64,83,80.4
70,168,50,74,7,12,0.75,56,80.55
59,143,36,62,8,8,0.7,63,80.26
68,242,39,83,9,11,0.61,71,80.1
83,270,58,95,10,25,0.9,53,80.48
92,252,67,98,12,33,1.07,55,80.54
89,207,65,90,8,31,0.91,62,80.76
90,202,67,87,7,30,1.05,34,81.02
57,184,40,43,6,14,0.92,42,80.72
46,74,32,34,7,15,1,28,100.62
19,4,12,15,6,11,0.99,13,100.51
18,14,12,14,6,12,1.01,15,100.53
20,10,14,17,6,12,1.05,14,100.59
25,30,17,22,6,12,1.07,19,100.64
17,6,11,14,6,11,1.08,19,100.59
16,1,11,13,6,13,1.19,19,100.7
19,13,13,15,6,13,1.09,21,100.62
34,81,22,33,6,17,1.15,13,100.77
44,155,27,44,7,14,0.95,32,100.52
24,63,16,22,8,13,1.02,21,100.38
24,45,16,19,7,10,0.93,45,100.39
47,141,32,40,7,12,0.73,65,100.35
51,104,36,47,7,16,0.79,82,80.45
89,206,66,90,8,43,1.09,47,80.95
85,205,62,85,8,34,1.01,53,80.83
62,186,43,55,11,20,1.1,47,80.43
63,177,43,64,9,19,0.8,87,80.33
87,306,64,91,12,21,0.89,94,80.33
92,309,68,87,15,24,0.94,57,80.12
84,260,62,78,15,25,0.94,46,80.06
27,24,18,24,7,16,0.8,47,100.28
39,69,26,36,9,12,0.59,69,99.95
50,96,34,45,7,11,0.52,88,100.16
74,201,54,71,9,25,0.7,87,80.34
83,218,61,91,9,40,0.88,69,80.59
97,253,72,102,13,33,0.97,70,80.39
97,254,72,102,13,33,0.97,70,80.39
87,253,64,81,10,22,0.92,84,80.56
107,307,80,99,11,31,1.11,55,60.81
77,199,56,71,12,25,1.21,64,80.57
74,177,54,79,10,33,1.04,70,80.58
104,289,78,111,11,42,1.19,48,60.87
113,292,83,112,15,33,1.13,56,60.46
108,302,81,120,15,42,1.08,25,60.39
83,224,61,79,9,25,1.1,47,80.81
70,175,51,78,12,32,0.96,62,80.27
58,133,38,65,8,21,0.68,95,80.26
104,280,51,140,11,21,0.66,67,60.07
86,266,30,122,10,16,0.45,70,79.75
90,260,49,130,15,33,0.72,58,79.71
74,179,52,94,10,26,0.84,63,80.36
68,195,48,74,8,27,0.88,57,80.56
45,186,27,46,6,14,0.7,69,100.37
32,61,20,32,9,14,0.69,36,99.99
23,21,15,21,8,15,0.76,17,100.11
49,144,31,52,8,18,0.83,14,100.34
45,116,30,47,5,7,0.71,73,100.51
57,154,40,60,5,10,0.75,92,80.65
49,134,33,51,12,15,0.99,42,100.12
21,28,12,20,8,13,0.98,37,100.3
15,6,9,14,8,12,0.85,34,100.14
34,76,20,34,7,10,0.73,45,100.23
28,54,18,25,7,10,0.73,50,100.21
43,93,29,42,9,12,0.71,54,100.1
38,80,26,32,9,15,0.83,33,100.19
42,106,29,38,10,12,0.8,44,100.09
45,96,31,42,8,15,0.75,49,100.26
51,108,34,52,7,27,0.99,24,80.63
41,54,28,36,6,18,0.9,23,100.58
36,123,25,34,4,7,0.65,52,100.5
45,248,31,43,5,7,0.61,54,100.42
33,126,22,31,5,10,0.62,51,100.34
23,19,12,19,7,9,0.61,56,100.03
42,108,20,48,9,9,0.47,87,99.77
72,254,40,94,9,11,0.53,100,80.03
69,183,44,88,8,18,0.68,64,80.32
39,39,27,37,5,16,0.77,45,100.54
23,1,14,21,6,23,1.03,16,100.57
47,47,30,48,6,20,1.05,40,100.75
50,80,31,54,6,17,0.81,54,100.52
53,104,32,56,5,16,0.78,49,80.6
53,87,28,62,7,14,0.84,76,80.42
70,181,44,90,10,29,0.88,74,80.32
57,84,40,62,6,23,0.92,79,80.72
52,122,34,53,5,13,0.85,65,80.69
41,108,23,37,8,13,0.86,112,100.29
34,41,18,30,7,11,0.77,89,100.25
51,158,34,51,9,17,0.93,71,80.37
43,179,26,43,6,10,0.84,78,100.5
35,156,22,34,9,14,0.77,33,100.09
16,21,8,16,7,11,0.74,27,100.12
17,13,6,13,6,10,0.65,47,100.11
31,71,15,28,8,18,0.54,67,99.89
48,145,29,48,9,29,0.74,45,100.13
50,151,33,50,8,23,0.81,37,100.34
39,84,17,36,6,14,0.68,60,100.25
87,289,38,125,9,16,0.5,73,79.98
71,225,39,93,11,23,0.62,77,79.91
41,49,25,41,6,10,0.7,73,100.35
35,66,17,35,5,9,0.67,52,100.34
30,135,15,30,4,10,0.59,43,100.34
43,255,25,45,5,13,0.66,64,100.41
46,257,28,47,5,13,0.73,74,100.51
18,9,7,13,5,8,0.78,55,100.35
26,57,17,26,7,13,0.76,48,100.23
47,192,32,47,8,14,0.73,47,100.25
28,44,18,24,5,11,0.74,36,100.42
14,1,6,11,7,12,0.78,45,100.14
25,27,11,21,8,12,0.55,69,99.86
48,148,30,48,15,27,0.71,40,99.51
61,188,43,64,16,28,0.9,42,79.73
58,172,39,59,10,22,0.8,75,80.19
37,74,23,36,5,10,0.58,74,100.31
43,181,25,44,5,11,0.54,79,100.29
48,213,29,51,8,19,0.58,65,100.07
48,180,28,49,10,16,0.6,77,99.88
48,112,31,48,7,14,0.63,66,100.24
50,162,31,52,5,8,0.55,83,100.36
37,141,22,35,6,10,0.64,67,100.26
26,14,14,26,8,11,0.63,46,99.97
25,3,15,25,7,13,0.62,37,100.07
37,59,22,35,8,15,0.67,50,100.09
26,14,16,26,5,9,0.51,55,100.17
20,14,9,18,5,8,0.5,47,100.09
28,93,14,28,5,10,0.5,52,100.14
36,152,20,36,6,14,0.55,63,100.15
55,273,30,52,12,23,0.79,91,79.89
53,251,31,51,9,16,0.6,98,80.01
